2025-11-27 02:59:51 PM, Download: 80.89 Mbps, Upload: 93.04 Mbps, Ping: 13.86 ms
2025-11-27 03:09:51 PM, Download: 90.30 Mbps, Upload: 89.74 Mbps, Ping: 18.43 ms
2025-11-27 03:14:51 PM, Download: 92.76 Mbps, Upload: 91.90 Mbps, Ping: 15.76 ms
2025-11-27 03:20:01 PM, Download: 20.15 Mbps, Upload: 72.52 Mbps, Ping: 22.59 ms
2025-11-27 03:25:05 PM, Download: 17.96 Mbps, Upload: 61.82 Mbps, Ping: 32.64 ms
2025-11-27 03:29:58 PM, Download: 25.10 Mbps, Upload: 33.41 Mbps, Ping: 21.43 ms
2025-11-27 03:39:51 PM, Download: 92.67 Mbps, Upload: 93.08 Mbps, Ping: 23.16 ms
2025-11-27 03:44:58 PM, Download: 42.72 Mbps, Upload: 80.39 Mbps, Ping: 20.40 ms
2025-11-27 03:49:51 PM, Download: 85.48 Mbps, Upload: 93.49 Mbps, Ping: 17.28 ms
2025-11-27 03:54:51 PM, Download: 92.19 Mbps, Upload: 93.67 Mbps, Ping: 14.13 ms
2025-11-27 03:59:51 PM, Download: 88.40 Mbps, Upload: 94.02 Mbps, Ping: 18.93 ms
2025-11-27 04:09:53 PM, Download: 57.66 Mbps, Upload: 77.27 Mbps, Ping: 48.93 ms
2025-11-27 04:14:51 PM, Download: 85.06 Mbps, Upload: 92.98 Mbps, Ping: 18.94 ms
2025-11-27 04:19:52 PM, Download: 89.81 Mbps, Upload: 86.72 Mbps, Ping: 21.40 ms
2025-11-27 04:24:51 PM, Download: 79.86 Mbps, Upload: 91.79 Mbps, Ping: 14.04 ms
2025-11-27 04:29:51 PM, Download: 92.90 Mbps, Upload: 93.03 Mbps, Ping: 17.67 ms
2025-11-27 04:34:51 PM, Download: 92.91 Mbps, Upload: 94.24 Mbps, Ping: 17.62 ms
2025-11-27 04:39:51 PM, Download: 92.29 Mbps, Upload: 93.55 Mbps, Ping: 14.19 ms
2025-11-27 04:44:51 PM, Download: 93.86 Mbps, Upload: 91.96 Mbps, Ping: 16.71 ms
2025-11-27 04:49:51 PM, Download: 91.77 Mbps, Upload: 93.41 Mbps, Ping: 15.87 ms
2025-11-27 04:54:52 PM, Download: 83.74 Mbps, Upload: 86.07 Mbps, Ping: 18.17 ms
2025-11-27 04:59:51 PM, Download: 92.61 Mbps, Upload: 93.67 Mbps, Ping: 17.11 ms
2025-11-27 05:15:36 PM, Download: 0.15 Mbps, Upload: 195.44 Mbps, Ping: 22.89 ms
2025-11-27 05:15:55 PM, Download: 233.70 Mbps, Upload: 178.47 Mbps, Ping: 17.00 ms
2025-11-27 05:18:04 PM, Download: 174.15 Mbps, Upload: 211.17 Mbps, Ping: 14.53 ms
2025-11-27 05:19:46 PM, Download: 243.10 Mbps, Upload: 210.20 Mbps, Ping: 14.01 ms
2025-11-27 05:24:48 PM, Download: 170.26 Mbps, Upload: 212.15 Mbps, Ping: 23.09 ms
